objectID,title,artist,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,culture,period,dynasty,region,country,department,classification,objectName,creditLine,description,tags,primaryImageSmall,primaryImage,objectURL,isPublicDomain,isHighlight,content_flags,is_famous_artist,fetched_dept_name,era,text_features
698817,"Statue of Niobe and her Worshippers, with Apollo and Diana and other Figures, after Polidoro da Caravaggio","Anonymous, School of Fontainebleau",unknown,1500,1600,1543–47,1543,1547,Etching,"Sheet: 8 5/8 × 19 1/2 in. (21.9 × 49.6 cm)
Mount: 8 3/4 in. × 19 1/2 in. (22.2 × 49.6 cm)",unknown,unknown,unknown,,,Drawings and Prints,Prints,Print,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951","Print | Medium: Etching | The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",Men Apollo Diana Horses Praying,https://images.metmuseum.org/CRDImages/dp/web-large/DP854962.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP854962.jpg,https://www.metmuseum.org/art/collection/search/698817,True,False,,True,Drawings and Prints,renaissance,Men Apollo Diana Horses Praying Etching
652077,"Winged genius seated on a cloud, sounding a trumpet with his left hand extended upwards",Cherubino Alberti (Zaccaria Mattia),Italian,1553,1615,1628,1628,1628,Engraving,Sheet: 9 3/16 × 6 1/2 in. (23.3 × 16.5 cm),unknown,unknown,unknown,,,Drawings and Prints,Prints,Print,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951","Print | Medium: Engraving | The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",Male Nudes Trumpets,https://images.metmuseum.org/CRDImages/dp/web-large/DP836880.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP836880.jpg,https://www.metmuseum.org/art/collection/search/652077,True,False,nudity,True,Drawings and Prints,baroque_rococo,Male Nudes Trumpets Engraving
342085,Naval Battle (recto); Forest with Angel (verso),"Anonymous, Italian, 16th century",Italian,1550,1600,16th century,1500,1600,"Pen and brown ink (recto); pen and brown ink, brush and gray wash (verso)",5-5/8 x 8-1/4 in.  (14.3 x 21.0 cm),unknown,unknown,unknown,,,Drawings and Prints,Drawings,Drawing,"Gift of Cornelius Vanderbilt, 1880","Drawing | Medium: Pen and brown ink (recto); pen and brown ink, brush and gray wash (verso) | Gift of Cornelius Vanderbilt, 1880",Battles Men Angels Boats,https://images.metmuseum.org/CRDImages/dp/web-large/DP802159.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP802159.jpg,https://www.metmuseum.org/art/collection/search/342085,True,False,violence,True,Drawings and Prints,renaissance,"Battles Men Angels Boats Pen and brown ink (recto); pen and brown ink, brush and gray wash (verso)"
344633,Armorial Trophy,Polidoro da Caravaggio,Italian,1494,1548,1600–1800,1600,1800,"Pen and brown ink, brush and brown wash, heightened with white, over graphite",sheet: 5 1/8 x 8 1/16 in. (13 x 20.4 cm),unknown,unknown,unknown,,,Drawings and Prints,Drawings,Drawing; Ornament & Architecture,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952","Drawing; Ornament & Architecture | Medium: Pen and brown ink, brush and brown wash, heightened with white, over graphite | The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",Shields Weapons Lions Trophies,https://images.metmuseum.org/CRDImages/dp/web-large/DP811242.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP811242.jpg,https://www.metmuseum.org/art/collection/search/344633,True,False,,True,Drawings and Prints,baroque_rococo,"Shields Weapons Lions Trophies Pen and brown ink, brush and brown wash, heightened with white, over graphite"
815456,The Entombment of Christ,Ignazio Bonajuti,Italian,1750,1850,1817,1817,1817,Engraving,"Plate: 19 3/16 × 12 5/8 in. (48.8 × 32 cm)
Sheet: 21 11/16 × 15 3/8 in. (55.1 × 39 cm)",unknown,unknown,unknown,,,Drawings and Prints,Prints,Print,"Gift of Harry Shaw Newman, 1941","Print | Medium: Engraving | Gift of Harry Shaw Newman, 1941",,https://images.metmuseum.org/CRDImages/dp/web-large/DP885777.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP885777.jpg,https://www.metmuseum.org/art/collection/search/815456,True,False,,True,Drawings and Prints,nineteenth_century, Engraving
437871,The Supper at Emmaus,Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599,1660,1622–23,1622,1623,Oil on canvas,48 1/2 x 52 1/4 in. (123.2 x 132.7 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Bequest of Benjamin Altman, 1913","Painting | Medium: Oil on canvas | Bequest of Benjamin Altman, 1913",Men Christ,https://images.metmuseum.org/CRDImages/ep/web-large/DP120945.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP120945.jpg,https://www.metmuseum.org/art/collection/search/437871,True,False,,True,European Paintings,baroque_rococo,Men Christ Oil on canvas
627331,"The Fable of Aracne, or 'The Spinners', after Velázquez",Bartolomé Maura,Spanish,1599,1660,1870,1870,1870,Etching on wove paper,"Sheet: 30 3/8 × 21 11/16 in. (77.1 × 55.1 cm)
Plate: 17 3/8 × 17 5/8 in. (44.1 × 44.7 cm)",unknown,unknown,unknown,,,Drawings and Prints,Prints,Print,"Gift of Maurice and Yvette Bendahan, 2013","Print | Medium: Etching on wove paper | Gift of Maurice and Yvette Bendahan, 2013",Women Working,https://images.metmuseum.org/CRDImages/dp/web-large/DP836170.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP836170.jpg,https://www.metmuseum.org/art/collection/search/627331,True,False,,True,Drawings and Prints,nineteenth_century,Women Working Etching on wove paper
437873,"Philip IV (1605–1665), King of Spain",Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599,1660,probably 1624,1624,1624,Oil on canvas,78 3/4 x 40 1/2 in. (200 x 102.9 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Bequest of Benjamin Altman, 1913","Painting | Medium: Oil on canvas | Bequest of Benjamin Altman, 1913",Kings Philip IV Men Portraits,https://images.metmuseum.org/CRDImages/ep/web-large/DP239023.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP239023.jpg,https://www.metmuseum.org/art/collection/search/437873,True,False,,True,European Paintings,baroque_rococo,Kings Philip IV Men Portraits Oil on canvas
627332,"The Surrender at Breda or 'Las Lanzas' (The Lances), after Velázquez",Bartolomé Maura,Spanish,1599,1660,1876,1876,1876,Etching on wove paper,"Sheet: 24 3/16 × 29 1/2 in. (61.4 × 74.9 cm)
Plate: 19 × 22 1/4 in. (48.3 × 56.5 cm)",unknown,unknown,unknown,,,Drawings and Prints,Prints,Print,"Gift of Maurice and Yvette Bendahan, 2013","Print | Medium: Etching on wove paper | Gift of Maurice and Yvette Bendahan, 2013",Soldiers Weapons Men Horses,https://images.metmuseum.org/CRDImages/dp/web-large/DP836169.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP836169.jpg,https://www.metmuseum.org/art/collection/search/627332,True,False,,True,Drawings and Prints,nineteenth_century,Soldiers Weapons Men Horses Etching on wove paper
437870,"María Teresa (1638–1683), Infanta of Spain",Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599,1660,1651–54,1651,1654,Oil on canvas,Overall 13 1/2 x 15 3/4 in. (34.3 x 40 cm); original painted surface 12 7/8 x 15 1/8 in. (32.7 x 38.4 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"The Jules Bache Collection, 1949","Painting | Medium: Oil on canvas | The Jules Bache Collection, 1949",Girls Portraits,https://images.metmuseum.org/CRDImages/ep/web-large/DP-24467-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-24467-001.jpg,https://www.metmuseum.org/art/collection/search/437870,True,False,,True,European Paintings,baroque_rococo,Girls Portraits Oil on canvas
436149,"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",Edgar Degas,French,1834,1917,1869,1869,1869,Oil on canvas,21 3/4 x 25 5/8 in. (55.2 x 65.1 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","Painting | Medium: Oil on canvas | H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Interiors Portraits Women,https://images.metmuseum.org/CRDImages/ep/web-large/DP-25620-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-25620-001.jpg,https://www.metmuseum.org/art/collection/search/436149,True,False,,True,European Paintings,nineteenth_century,Interiors Portraits Women Oil on canvas
436126,At the Milliner's,Edgar Degas,French,1834,1917,1882,1882,1882,"Pastel on pale gray wove paper (industrial wrapping paper), laid down on silk bolting",30 x 34 in. (76.2 x 86.4 cm),unknown,unknown,unknown,,,European Paintings,Drawings,Drawing,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","Drawing | Medium: Pastel on pale gray wove paper (industrial wrapping paper), laid down on silk bolting | H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Hats Women,https://images.metmuseum.org/CRDImages/ep/web-large/DT1046.jpg,https://images.metmuseum.org/CRDImages/ep/original/DT1046.jpg,https://www.metmuseum.org/art/collection/search/436126,True,False,,True,European Paintings,nineteenth_century,"Hats Women Pastel on pale gray wove paper (industrial wrapping paper), laid down on silk bolting"
436127,Woman Bathing in a Shallow Tub,Edgar Degas,French,1834,1917,1885,1885,1885,"Charcoal and pastel on light green wove paper, now discolored to warm gray, laid down on silk bolting",32 x 22 1/8in. (81.3 x 56.2cm),unknown,unknown,unknown,,,European Paintings,Drawings,Drawing,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","Drawing | Medium: Charcoal and pastel on light green wove paper, now discolored to warm gray, laid down on silk bolting | H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Female Nudes Bathing,https://images.metmuseum.org/CRDImages/ep/web-large/DP253483.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP253483.jpg,https://www.metmuseum.org/art/collection/search/436127,True,False,nudity,True,European Paintings,nineteenth_century,"Female Nudes Bathing Charcoal and pastel on light green wove paper, now discolored to warm gray, laid down on silk bolting"
436162,Sulking,Edgar Degas,French,1834,1917,ca. 1870,1870,1870,Oil on canvas,12 3/4 x 18 1/4 in. (32.4 x 46.4 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","Painting | Medium: Oil on canvas | H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Interiors Men Women Reading,https://images.metmuseum.org/CRDImages/ep/web-large/DP-25463-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-25463-001.jpg,https://www.metmuseum.org/art/collection/search/436162,True,False,,True,European Paintings,nineteenth_century,Interiors Men Women Reading Oil on canvas
436128,Woman with a Towel,Edgar Degas,French,1834,1917,1894 or 1898,1894,1894,Pastel on cream-colored wove paper with red and blue fibers throughout,"37 3/4 x 30in. (95.9 x 76.2cm)
Frame: 44 1/4 x 36 1/4 x 1 7/8 in. (112.4 x 92.1 x 4.8 cm)",unknown,unknown,unknown,,,European Paintings,Drawings,Drawing,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","Drawing | Medium: Pastel on cream-colored wove paper with red and blue fibers throughout | H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Female Nudes,https://images.metmuseum.org/CRDImages/ep/web-large/DP253482.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP253482.jpg,https://www.metmuseum.org/art/collection/search/436128,True,False,nudity,True,European Paintings,nineteenth_century,Female Nudes Pastel on cream-colored wove paper with red and blue fibers throughout
436571,The Adoration of the Shepherds,El Greco (Domenikos Theotokopoulos) and Workshop,Greek,1540,1614,ca. 1612–14,1612,1614,Oil on canvas,43 1/2 x 25 5/8 in. (110.5 x 65.1 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Bequest of George Blumenthal, 1941","Painting | Medium: Oil on canvas | Bequest of George Blumenthal, 1941",Men Lambs Angels Madonna and Child Virgin Mary Jesus Adoration of the Shepherds Shepherds,https://images.metmuseum.org/CRDImages/ep/web-large/DT2722.jpg,https://images.metmuseum.org/CRDImages/ep/original/DT2722.jpg,https://www.metmuseum.org/art/collection/search/436571,True,False,,True,European Paintings,baroque_rococo,Men Lambs Angels Madonna and Child Virgin Mary Jesus Adoration of the Shepherds Shepherds Oil on canvas
436577,Saint Andrew,El Greco (Domenikos Theotokopoulos),Greek,1540,1614,ca. 1610,1605,1615,Oil on canvas,43 1/4 x 25 1/4 in. (109.9 x 64.1 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Bequest of Stephen C. Clark, 1960","Painting | Medium: Oil on canvas | Bequest of Stephen C. Clark, 1960",Men Saints,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20335-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-20335-001.jpg,https://www.metmuseum.org/art/collection/search/436577,True,False,,True,European Paintings,baroque_rococo,Men Saints Oil on canvas
436573,Cardinal Fernando Niño de Guevara (1541–1609),El Greco (Domenikos Theotokopoulos),Greek,1540,1614,ca. 1600,1595,1605,Oil on canvas,67 1/4 x 42 1/2in. (170.8 x 108cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","Painting | Medium: Oil on canvas | H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Men Portraits,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17777-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-17777-001.jpg,https://www.metmuseum.org/art/collection/search/436573,True,True,,True,European Paintings,renaissance,Men Portraits Oil on canvas
436574,Portrait of an Old Man,El Greco (Domenikos Theotokopoulos),Greek,1540,1614,ca. 1595–1600,1595,1600,Oil on canvas,20 3/4 x 18 3/8 in. (52.7 x 46.7 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Purchase, Joseph Pulitzer Bequest, 1924","Painting | Medium: Oil on canvas | Purchase, Joseph Pulitzer Bequest, 1924",Men Portraits,https://images.metmuseum.org/CRDImages/ep/web-large/DP-24083-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-24083-001.jpg,https://www.metmuseum.org/art/collection/search/436574,True,False,,True,European Paintings,renaissance,Men Portraits Oil on canvas
436570,The Adoration of the Shepherds,El Greco (Domenikos Theotokopoulos),Greek,1540,1614,ca. 1605–10,1605,1610,Oil on canvas,56 7/8 x 39 7/8 in. (144.5 x 101.3 cm); with added strips 64 1/2 x 42 in. (163.8 x 106.7 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Rogers Fund, 1905","Painting | Medium: Oil on canvas | Rogers Fund, 1905",Cows Lambs Virgin Mary Jesus Adoration of the Shepherds,https://images.metmuseum.org/CRDImages/ep/web-large/DP123919.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP123919.jpg,https://www.metmuseum.org/art/collection/search/436570,True,False,,True,European Paintings,baroque_rococo,Cows Lambs Virgin Mary Jesus Adoration of the Shepherds Oil on canvas
377829,"Plate 23 from ""Los Caprichos"": These specks of dust (Aquellos polbos)",Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1799,1799,1799,"Etching, burnished aquatint, drypoint, burin","Plate: 8 7/16 × 5 13/16 in. (21.5 × 14.8 cm)
Sheet: 11 9/16 x 8 1/4 in. (29.4 x 21 cm)",unknown,unknown,unknown,,Spain,Drawings and Prints,Prints,Print,"Gift of M. Knoedler & Co., 1918","Print | Medium: Etching, burnished aquatint, drypoint, burin | Country of Origin: Spain | Gift of M. Knoedler & Co., 1918",Men Reading,https://images.metmuseum.org/CRDImages/dp/web-large/DP816910.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816910.jpg,https://www.metmuseum.org/art/collection/search/377829,True,False,,True,Drawings and Prints,baroque_rococo,"Men Reading Etching, burnished aquatint, drypoint, burin"
397858,"Plate 1 from ""La Tauromaquia"": The way in which the ancient Spaniards hunted bulls on horseback in the open country",Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1816,1816,1816,"Etching, aquatint, drypoint","Plate: 9 3/4 x 13 3/4 in. (24.8 x 35 cm)
Sheet: 12 x 17 3/16 in. (30.5 x 43.7 cm)",unknown,unknown,unknown,,Spain,Drawings and Prints,Prints,Print,"Rogers Fund, 1921","Print | Medium: Etching, aquatint, drypoint | Country of Origin: Spain | Rogers Fund, 1921",Weapons Men Hunting Bulls Horses,https://images.metmuseum.org/CRDImages/dp/web-large/DP817776.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP817776.jpg,https://www.metmuseum.org/art/collection/search/397858,True,False,,True,Drawings and Prints,nineteenth_century,"Weapons Men Hunting Bulls Horses Etching, aquatint, drypoint"
334031,"Construction; page 46, from ""Images of Spain"" Album (F)",Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,ca. 1812–20,1812,1820,"Brush and gray-brown and irongall wash, with scraping",Sheet: 8 1/16 × 5 11/16 in. (20.5 × 14.4 cm),unknown,unknown,unknown,,Spain,Drawings and Prints,Drawings,Drawing,"Harris Brisbane Dick Fund, 1935","Drawing | Medium: Brush and gray-brown and irongall wash, with scraping | Made in: Spain | Harris Brisbane Dick Fund, 1935",Crowd,https://images.metmuseum.org/CRDImages/dp/web-large/DP800212.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP800212.jpg,https://www.metmuseum.org/art/collection/search/334031,True,False,,True,Drawings and Prints,nineteenth_century,"Crowd Brush and gray-brown and irongall wash, with scraping"
334011,"They are getting drunk; folio 67 (recto) from the Madrid Album ""B""",Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1796–98,1796,1798,"Brush and point of brush, scraper, carbon black washes",Sheet: 9 1/4 × 5 3/4 in. (23.5 × 14.6 cm),unknown,unknown,unknown,,Spain,Drawings and Prints,Drawings,Drawing,"Harris Brisbane Dick Fund, 1935","Drawing | Medium: Brush and point of brush, scraper, carbon black washes | Made in: Spain | Harris Brisbane Dick Fund, 1935",Women Drinking,https://images.metmuseum.org/CRDImages/dp/web-large/DP888184.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP888184.jpg,https://www.metmuseum.org/art/collection/search/334011,True,False,,True,Drawings and Prints,baroque_rococo,"Women Drinking Brush and point of brush, scraper, carbon black washes"
334004,Self-Portrait,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,ca. 1796,1791,1801,"Brush and point of brush, carbon black ink",Sheet: 5 7/8 × 3 9/16 in. (15 × 9.1 cm),unknown,unknown,unknown,,Spain,Drawings and Prints,Drawings,Drawing,"Harris Brisbane Dick Fund, 1935","Drawing | Medium: Brush and point of brush, carbon black ink | Country of Origin: Spain | Harris Brisbane Dick Fund, 1935",Men Self-portraits,https://images.metmuseum.org/CRDImages/dp/web-large/DP800139.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP800139.jpg,https://www.metmuseum.org/art/collection/search/334004,True,True,,True,Drawings and Prints,baroque_rococo,"Men Self-portraits Brush and point of brush, carbon black ink"
438123,A Man Leaning on a Parapet,Georges Seurat,French,1859,1891,ca. 1881,1876,1886,Oil on wood,6 1/2 × 4 7/8 in. (16.5 × 12.4 cm),unknown,unknown,unknown,,,European Paintings,Paintings,Painting,"Bequest of Mrs. Charles Wrightsman, 2019","Painting | Medium: Oil on wood | Bequest of Mrs. Charles Wrightsman, 2019",Men Trees,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18528-001.jpg,https://images.metmuseum.org/CRDImages/ep/original/DP-18528-001.jpg,https://www.metmuseum.org/art/collection/search/438123,True,False,,True,European Paintings,nineteenth_century,Men Trees Oil on wood
